net,length_um
_08934_,113.695
_00516_,113.68
_07526_,113.66
_13529_,113.64
_02608_,113.46
_12443_,113.46
_14346_,113.46
_13047_,113.45
_08992_,113.4
_07864_,113.22
_09812_,113.18
_03019_,113.075
_14159_,113
_08340_,112.92
_10083_,112.84
_13242_,112.84
_08579_,112.82
_10835_,112.78
_09669_,112.68
_07442_,112.64
_09793_,112.64
_09848_,112.64
_07195_,112.48
_03352_,112.46
_10201_,112.38
_01134_,112.36
_07532_,112.36
_06694_,112.22
clknet_leaf_71_clk,112.18
_08050_,112.1
_07437_,112.02
_03432_,112
_09183_,112
_06477_,111.98
_03323_,111.92
_00817_,111.84
_09787_,111.84
_07772_,111.8
_11437_,111.8
_01734_,111.68
_04264_,111.68
_14286_,111.66
_03800_,111.64
_07324_,111.6
_07399_,111.52
_09459_,111.47
_07720_,111.45
_02302_,111.32
_08641_,111.3
_07238_,111.26
_09042_,111.22
_05945_,111.2
_09893_,111.16
_12199_,111.13
_12081_,111.11
_02027_,111.07
_12413_,111.04
_03440_,111.02
_03123_,111
_01425_,110.98
_12217_,110.94
_12761_,110.94
_10544_,110.9
_06193_,110.88
_07203_,110.84
_08959_,110.63
_14267_,110.62
_10973_,110.59
_08988_,110.58
_06005_,110.28
_03492_,110.12
_03873_,110.1
clknet_leaf_67_clk,110.1
_09305_,110.05
_07510_,110.04
_07177_,110.02
_08051_,110
_01983_,109.96
_06472_,109.91
_07229_,109.8
_09819_,109.8
_03479_,109.7
_09393_,109.54
_01740_,109.53
_01472_,109.52
_06893_,109.52
_01384_,109.51
_07423_,109.48
_01532_,109.44
_01530_,109.4
_10030_,109.34
_03157_,109.24
_03422_,109.2
_08267_,109.2
_11275_,109.16
_04809_,109.14
_07299_,109.065
_12328_,109.04
_01158_,108.94
_07891_,108.8
clknet_leaf_24_clk,108.78
_14361_,108.7
_07296_,108.66
_09331_,108.64
_10975_,108.62
_07143_,108.6
_14453_,108.54
_04278_,108.44
_14091_,108.42
_07771_,108.35
_03668_,108.3
_00510_,108.24
_02028_,108.24
_02921_,108.12
_07136_,107.94
_06478_,107.74
_07292_,107.74
_00832_,107.72
_09012_,107.72
_07544_,107.63
_03356_,107.62
_00536_,107.37
_02153_,107.28
_06071_,107.135
_09026_,107.12
_05589_,107.1
_02727_,107.08
_12938_,106.96
clknet_leaf_33_clk,106.9
_14434_,106.895
_01368_,106.78
_11705_,106.74
_02109_,106.72
_10202_,106.68
_07282_,106.54
_01087_,106.46
_02491_,106.44
_07668_,106.395
_04953_,106.36
_10207_,106.36
_08837_,106.3
_14272_,106.23
_03927_,106.1
_08515_,106.02
_08356_,106
_09281_,105.98
clknet_leaf_28_clk,105.92
_07269_,105.88
_10416_,105.84
_14478_,105.82
_13451_,105.8
_02638_,105.78
_05509_,105.74
_05720_,105.74
_04503_,105.66
_11649_,105.62
_14395_,105.62
_14410_,105.62
_00526_,105.56
_05062_,105.54
clknet_leaf_20_clk,105.5
_02651_,105.48
_10340_,105.44
_08748_,105.42
_09464_,105.4
_11137_,105.38
_02488_,105.28
_06419_,105.22
_13188_,105.18
_02237_,105.12
_10541_,104.98
_06541_,104.96
_01389_,104.88
_10163_,104.85
_01590_,104.7
_12561_,104.64
_07415_,104.315
_08009_,104.28
_09565_,104.18
_09896_,104.14
_05562_,104.08
_06579_,104.06
_05583_,104.04
_06647_,104.04
_03478_,104.02
_04924_,103.96
clknet_leaf_30_clk,103.82
_11291_,103.78
_05909_,103.76
_06104_,103.74
_00780_,103.69
_14299_,103.66
_12732_,103.56
_09570_,103.49
_08463_,103.44
_12897_,103.43
_12432_,103.4
_00676_,103.38
_05956_,103.33
_07191_,103.32
_12479_,103.305
_04854_,103.28
_04623_,103.26
_09185_,103.26
_10242_,103.16
_13361_,103.06
_05881_,103.04
_03475_,102.98
_06519_,102.86
_01512_,102.84
_09110_,102.82
_00686_,102.81
clknet_leaf_37_clk,102.76
_02939_,102.74
_01121_,102.705
_02696_,102.68
_10947_,102.66
_06989_,102.62
clknet_leaf_70_clk,102.6
_08053_,102.58
_10336_,102.52
_09550_,102.3
_13066_,102.29
_09038_,102.24
_06326_,102.19
_01429_,102.12
_13459_,102.1
_09800_,102.065
_09903_,102.06
_02368_,102.02
_03602_,101.98
_05925_,101.98
_14475_,101.98
_06712_,101.9
_14391_,101.89
_10829_,101.88
_03416_,101.68
_12532_,101.62
_14123_,101.6
_13450_,101.58
_06111_,101.56
_00774_,101.49
_07869_,101.45
_12942_,101.44
_00627_,101.34
_10421_,101.34
_07855_,101.16
_06473_,101.14
_01404_,101.12
_05050_,100.96
_02199_,100.94
_02552_,100.915
_07337_,100.89
_13119_,100.84
_08303_,100.82
_13371_,100.82
_12321_,100.7
net65,100.66
_13732_,100.64
_04800_,100.6
_07688_,100.6
_08109_,100.585
_13362_,100.5
_08577_,100.46
_00825_,100.32
_07754_,100.26
_13118_,100.26
_09232_,100.08
_08783_,99.94
_02301_,99.82
_03175_,99.82
_07844_,99.775
_08778_,99.635
_14277_,99.58
_11056_,99.52
_08952_,99.5
_01229_,99.49
_14248_,99.4
_00827_,99.38
_00685_,99.32
_11002_,99.31
_03430_,99.29
_03489_,99.29
_01783_,99.28
clknet_leaf_51_clk,99.2
_09181_,99.19
_10292_,99.1
_06777_,98.86
_09540_,98.86
_06118_,98.68
_04567_,98.66
_06476_,98.58
_13189_,98.5
_13173_,98.48
_01459_,98.42
_09457_,98.39
_04501_,98.26
_14466_,98.25
_07818_,98.16
_03121_,98.005
_07941_,98
_03355_,97.88
_10300_,97.86
_02538_,97.8
_06297_,97.78
_03351_,97.72
_12279_,97.7
_02471_,97.56
_05121_,97.54
_00674_,97.46
_12723_,97.38
_09208_,97.32
_14349_,97.19
_06958_,97.15
_07979_,97.12
_07158_,97.02
_03818_,97.015
_04404_,97
_01157_,96.965
_07525_,96.94
_03194_,96.84
_07741_,96.82
_11266_,96.82
_05202_,96.8
_02043_,96.76
_13444_,96.68
_04414_,96.66
_09616_,96.64
_06475_,96.625
_03424_,96.6
_04268_,96.6
_06821_,96.44
_07146_,96.44
_02083_,96.4
_09802_,96.36
_12297_,96.3
_07438_,96.28
_07125_,96.24
_01299_,96.2
_03397_,96.1
_02926_,95.94
_08188_,95.94
_05306_,95.9
_09765_,95.88
_07440_,95.86
_11345_,95.86
clknet_leaf_52_clk,95.84
_00711_,95.78
_04474_,95.765
_03629_,95.76
clknet_leaf_21_clk,95.64
_13336_,95.62
_03637_,95.6
_06521_,95.52
_07164_,95.38
_04565_,95.28
_07799_,95.28
_09234_,95.24
_12604_,95.24
_02120_,95.22
_05291_,95.22
_03756_,95.16
_08156_,95.09
_11109_,95.02
clknet_leaf_66_clk,94.88
_07279_,94.86
_02936_,94.635
_04734_,94.62
_08331_,94.53
_08231_,94.42
_09298_,94.4
_11126_,94.38
_01513_,94.335
_09776_,94.32
_11118_,94.3
_01716_,94.2
_12218_,94.19
_05717_,94.14
_11347_,94.14
_07530_,94.12
_06366_,94.09
_04053_,94.08
_14399_,94.07
_12576_,94.04
_10634_,94
_14388_,93.995
_02298_,93.94
_09336_,93.9
_12884_,93.795
clknet_leaf_54_clk,93.78
_07432_,93.76
_03043_,93.75
_04956_,93.68
_10098_,93.58
_02152_,93.5
_12175_,93.49
_11068_,93.34
_00974_,93.32
_02912_,93.31
_09892_,93.3
_14181_,93.24
_11270_,93.19
_12288_,93.14
_09047_,93.12
_02829_,93.1
_07458_,93.075
_01972_,92.98
_13406_,92.88
_11387_,92.855
_01207_,92.82
_12166_,92.82
_02863_,92.76
_00559_,92.75
_10170_,92.72
_02730_,92.69
_09584_,92.62
_10912_,92.61
_02397_,92.56
_10063_,92.5
_06813_,92.44
_07230_,92.42
_07178_,92.4
_01585_,92.38
_02001_,92.36
_07268_,92.31
_01848_,92.3
_09463_,92.29
_06471_,92.26
_14217_,92.26
_08879_,92.25
_04458_,92.24
_11185_,92.2
_13833_,92.2
_03914_,92.14
_09409_,92.14
_09923_,92.1
net97,92.02
_03906_,91.96
_09552_,91.93
_12331_,91.92
_09746_,91.88
_12378_,91.86
_04744_,91.84
_07565_,91.78
_06188_,91.68
_11271_,91.68
_00586_,91.64
_09934_,91.58
_10020_,91.56
_02005_,91.54
_05252_,91.5
clknet_leaf_31_clk,91.46
_12722_,91.44
_11585_,91.3
_07026_,91.215
_03174_,91.18
_09437_,91.16
_01553_,91.14
_00879_,90.88
_09571_,90.84
_07461_,90.74
_11442_,90.72
clknet_leaf_63_clk,90.66
_02264_,90.54
_12533_,90.54
_01548_,90.3
_04838_,90.26
_11384_,90.24
_08743_,90.22
_11116_,90.16
_11366_,90.155
_02837_,90.1
_04975_,90.05
_01439_,90
_10222_,89.975
_13375_,89.88
_09114_,89.78
_09108_,89.7
clknet_leaf_35_clk,89.68
_01581_,89.64
_07922_,89.58
_10226_,89.58
_14154_,89.58
_08422_,89.46
clknet_leaf_19_clk,89.42
_04365_,89.38
_09944_,89.31
_09984_,89.24
_14396_,89.22
_12521_,89.16
_03330_,89.14
_04505_,89.14
_04839_,89.11
_04371_,89.1
_02760_,89.08
_02840_,88.98
_01697_,88.8
_10289_,88.8
_12755_,88.66
_12734_,88.6
_08536_,88.56
_11262_,88.56
_05966_,88.34
_07757_,88.12
clknet_leaf_58_clk,88.12
_01785_,88.08
_06265_,88.06
_07129_,88.04
_07613_,88.04
_07656_,88.02
_03145_,87.98
_14317_,87.96
_08703_,87.92
_00498_,87.76
_12334_,87.74
_00673_,87.72
_04557_,87.72
_13645_,87.72
_14208_,87.66
_08835_,87.65
_05159_,87.62
_01856_,87.61
_12595_,87.6
_11290_,87.56
_06359_,87.54
_04636_,87.48
_05561_,87.425
_06922_,87.4
clknet_leaf_76_clk,87.32
_07406_,87.28
_08964_,87.2
clknet_leaf_34_clk,87.18
_09349_,87.12
_02115_,87.11
_14207_,87.09
_13239_,87.08
_10964_,87.04
_12255_,87.02
_11887_,87
_09730_,86.87
_01132_,86.78
_02867_,86.66
_11167_,86.6
_07704_,86.52
_05887_,86.5
_05021_,86.48
_09844_,86.415
_07900_,86.36
_05232_,86.3
_07547_,86.28
_12635_,86.25
_07516_,86.24
_12754_,86.24
_07391_,86.22
_06465_,86.16
_02231_,86.14
_13827_,86.12
_11735_,86.06
_02943_,86.02
clknet_leaf_8_clk,86.01
_03431_,85.9
_09544_,85.87
_10949_,85.855
_12849_,85.84
_14420_,85.75
_04944_,85.74
_12786_,85.68
_11285_,85.64
clknet_leaf_68_clk,85.64
_04837_,85.62
_03120_,85.58
_06295_,85.54
_07368_,85.54
_13834_,85.54
_11830_,85.48
_02609_,85.435
_07487_,85.4
_12464_,85.4
_07124_,85.23
_11059_,85.21
_04943_,85.16
_06329_,85.16
_13482_,85.155
_04492_,85.1
_10366_,85.05
_06998_,84.98
_02718_,84.96
_06599_,84.88
clknet_leaf_79_clk,84.88
_07587_,84.86
_08814_,84.86
_03534_,84.855
_12988_,84.8
_07652_,84.77
_12253_,84.76
_14257_,84.7
_05782_,84.695
_07865_,84.58
clknet_leaf_53_clk,84.52
clknet_leaf_73_clk,84.52
_05483_,84.34
_10946_,84.34
_07193_,84.18
_01377_,84.17
_01355_,84.15
_07328_,84.14
_11201_,84.07
_12598_,84.04
_02557_,84
_03020_,83.98
_02268_,83.94
_10548_,83.9
_03659_,83.86
_00626_,83.85
_01115_,83.76
_00574_,83.72
_08809_,83.67
_02364_,83.64
_14320_,83.6
clknet_leaf_50_clk,83.6
_02483_,83.5
_04366_,83.44
_09543_,83.38
_10720_,83.3
_02865_,83.26
_11065_,83.23
_07150_,83.18
clknet_leaf_61_clk,83.18
_02632_,83.08
_13460_,83
_12329_,82.98
_07853_,82.96
_01473_,82.9
_14351_,82.9
_05158_,82.8
_02024_,82.78
_03220_,82.76
_03066_,82.64
_05741_,82.64
_11458_,82.6
_02761_,82.59
_07313_,82.48
_09709_,82.46
_11292_,82.46
_01840_,82.44
_07577_,82.38
_07453_,82.3
_00585_,82.26
_05930_,82.26
_09046_,82.26
_14433_,82.26
_11053_,82.22
_13546_,82.22
_13579_,82.22
_09832_,82
_02554_,81.96
_01250_,81.91
_02537_,81.9
_14339_,81.82
_05052_,81.8
_11439_,81.8
_06151_,81.76
_10807_,81.76
_07331_,81.68
_12676_,81.64
_09727_,81.6
_06139_,81.54
_06092_,81.52
_10423_,81.5
_13917_,81.5
_03621_,81.46
_03469_,81.42
_08878_,81.42
_12581_,81.42
_01505_,81.37
_02650_,81.34
_14120_,81.34
_03178_,81.32
_02434_,81.26
_00679_,81.2
_10480_,81.11
_09782_,81.08
_07779_,81.02
_07896_,80.97
_12481_,80.96
_08256_,80.94
_07473_,80.88
_04986_,80.84
_07307_,80.84
_13876_,80.8
_06397_,80.76
_14373_,80.76
_13157_,80.72
_09631_,80.66
_12388_,80.56
_14414_,80.54
_09967_,80.5
_08064_,80.46
_10457_,80.35
_04408_,80.34
_03566_,80.32
_12254_,80.24
_01053_,80.2
_07283_,80.18
_01096_,80.16
_05711_,80.16
_07220_,80.06
_10508_,80.05
_08016_,80.04
clknet_leaf_29_clk,80.04
_14276_,80.035
_14288_,79.96
_03227_,79.9
_11171_,79.895
_12638_,79.84
_04631_,79.78
_02751_,79.74
_07263_,79.68
_12940_,79.68
_11066_,79.52
_02553_,79.46
_07436_,79.44
_07682_,79.36
_14348_,79.3
_08701_,79.12
_12467_,79.12
_08784_,79.1
_14302_,79.01
_12523_,79
_01238_,78.97
_14304_,78.95
_10453_,78.92
_04288_,78.89
_01773_,78.85
_03700_,78.77
_05402_,78.74
_11719_,78.74
_04358_,78.6
_13075_,78.58
_03383_,78.54
_12835_,78.54
_10960_,78.52
_14397_,78.515
_10635_,78.5
_01217_,78.48
_09243_,78.48
_08756_,78.46
_02750_,78.26
_12389_,78.26
_00718_,78.2
_12282_,78.2
_05853_,78.18
_07099_,78.16
_10230_,78.14
_04694_,78.12
_06591_,78.12
_06157_,78.1
_08722_,78.085
_03807_,77.94
_13025_,77.92
_03238_,77.895
_11617_,77.89
_04471_,77.88
_04681_,77.88
_04218_,77.86
_03008_,77.8
_08464_,77.76
_07919_,77.6
_08759_,77.58
_08333_,77.56
_12225_,77.56
_03394_,77.475
_12620_,77.4
_03329_,77.32
_11936_,77.32
_09426_,77.3
_03463_,77.28
_03473_,77.28
_06089_,77.28
_12116_,77.28
_06996_,77.22
_02927_,77.2
_11763_,77.2
_10048_,77.16
_03649_,77.12
_09894_,77.1
_01241_,77.09
_03969_,77.08
_11062_,77.06
_11379_,77.04
_02542_,76.92
_04633_,76.86
_02889_,76.82
clknet_leaf_17_clk,76.78
_11478_,76.72
_12986_,76.7
_05098_,76.56
_11616_,76.52
clknet_leaf_18_clk,76.52
_08973_,76.485
_01240_,76.46
_12636_,76.42
_10896_,76.4
_12896_,76.4
_03736_,76.37
_09053_,76.36
_12665_,76.34
_11692_,76.32
_04472_,76.28
_09122_,76.28
_09303_,76.28
_12503_,76.28
_04326_,76.14
_02383_,76.08
_12916_,76.08
net118,76.04
_07335_,76.02
_02720_,76
_12507_,76
_00573_,75.97
_01086_,75.96
_08297_,75.96
_10509_,75.89
_02621_,75.84
_07503_,75.84
_08008_,75.84
_10997_,75.76
_02126_,75.72
_04908_,75.72
_05101_,75.6
_09040_,75.58
_03779_,75.54
_03215_,75.52
_03438_,75.5
_01619_,75.46
clknet_leaf_32_clk,75.46
_07828_,75.41
_07175_,75.4
_04846_,75.3
_05489_,75.28
_02999_,75.22
_10165_,75.18
_05320_,75.16
_06573_,75.16
_06238_,75.14
_08263_,75.14
_09403_,75.135
_10917_,75.12
_13338_,75.12
_01333_,75.1
_07579_,75.1
_04436_,75.08
_05471_,74.88
_11081_,74.815
_01001_,74.8
_01092_,74.76
_01435_,74.74
_12792_,74.71
_13365_,74.66
_05683_,74.64
_12762_,74.6
_07460_,74.56
_12695_,74.54
clknet_leaf_62_clk,74.54
_07602_,74.5
_03611_,74.43
_12625_,74.4
clknet_leaf_6_clk,74.4
_07594_,74.31
_12438_,74.28
_03201_,74.22
_07930_,74.22
_07803_,74.2
_13567_,74.16
_12260_,74.1
clknet_leaf_3_clk,74.1
_08045_,74.06
_01139_,74
_04727_,73.98
_07797_,73.98
_03411_,73.96
_04601_,73.94
_06390_,73.94
_08114_,73.94
_03669_,73.885
_02401_,73.88
_09396_,73.88
_08682_,73.86
_11017_,73.76
_01698_,73.72
_01552_,73.68
_02598_,73.68
_08686_,73.66
_09141_,73.64
_01850_,73.5
_07210_,73.5
_04726_,73.42
_09575_,73.4
_04558_,73.38
_03125_,73.33
_01372_,73.28
_07194_,73.28
_06701_,73.2
_01418_,73.145
_10452_,73.12
_13251_,73.1
_11139_,72.98
_05401_,72.94
_13879_,72.92
_05224_,72.88
_01289_,72.86
_03314_,72.86
_07196_,72.84
_12631_,72.84
clknet_leaf_49_clk,72.84
_02749_,72.74
_12850_,72.74
_10598_,72.68
_11562_,72.62
_03223_,72.6
_02666_,72.54
_01537_,72.46
_13580_,72.45
_10784_,72.42
_08566_,72.38
_14363_,72.36
_00499_,72.3
_13143_,72.3
clknet_leaf_56_clk,72.29
_05586_,72.28
_07947_,72.28
_14309_,72.28
clknet_leaf_40_clk,72.12
_04728_,72.08
_09086_,72.08
_13568_,72.04
clknet_leaf_2_clk,72.04
_05593_,72.02
_11611_,72
_07439_,71.98
_02261_,71.9
u_s1.phase_counter\[3\],71.88
_01329_,71.84
_09353_,71.8
_11200_,71.8
_03491_,71.74
_07430_,71.74
_06584_,71.72
_08894_,71.72
_14176_,71.68
_03301_,71.62
_02084_,71.58
_05343_,71.56
_08205_,71.5
_07801_,71.46
_12020_,71.42
_07777_,71.34
_03303_,71.26
_07521_,71.26
_07163_,71.24
_01786_,71.22
_07667_,71.1
_04536_,71.02
_13431_,70.935
_08896_,70.88
_04718_,70.84
_09619_,70.72
_12683_,70.68
_02716_,70.62
_06534_,70.62
_01415_,70.6
_04322_,70.6
clknet_leaf_47_clk,70.6
_13672_,70.52
_07419_,70.44
_08659_,70.42
_10778_,70.4
_11520_,70.4
_11892_,70.36
_07489_,70.34
_07784_,70.32
_08417_,70.32
clknet_leaf_72_clk,70.28
_05297_,70.27
_07931_,70.26
_10703_,70.24
_10874_,70.24
_06438_,70.22
_02805_,70.2
_12079_,70.2
_02808_,70.12
_01239_,70.02
_08665_,70.02
_03675_,70
_05390_,70
_09113_,70
_10554_,70
_00575_,69.94
_00514_,69.86
clknet_leaf_55_clk,69.86
_10077_,69.84
_12696_,69.82
_10245_,69.76
_04961_,69.72
_05043_,69.6
_08779_,69.6
clknet_leaf_64_clk,69.6
_12264_,69.58
_05704_,69.56
_08651_,69.54
_13700_,69.54
_12285_,69.51
_04808_,69.5
_02559_,69.42
_03699_,69.42
_06381_,69.38
_12155_,69.38
_07134_,69.28
_06367_,69.26
_02096_,69.2
_09993_,69.18
_01090_,69.09
_07709_,69.08
_09883_,68.88
_12504_,68.88
_05551_,68.85
_14398_,68.84
_09618_,68.82
_03401_,68.765
_06491_,68.76
_13333_,68.68
_02844_,68.5
_02877_,68.5
_06763_,68.5
_12951_,68.46
_04331_,68.44
_12140_,68.4
clknet_leaf_65_clk,68.4
_04955_,68.295
_04740_,68.28
_08541_,68.26
_08741_,68.26
_11228_,68.22
_07631_,68.14
_12376_,68.12
_08028_,68.1
_02435_,68.06
_13927_,68.04
_02400_,68.03
_12889_,68
_11264_,67.96
_02165_,67.94
clknet_leaf_39_clk,67.92
_10045_,67.9
_11187_,67.86
_01828_,67.78
_13639_,67.76
_02562_,67.72
_08476_,67.7
_05142_,67.68
_06565_,67.68
_01385_,67.64
_03324_,67.64
_13549_,67.64
_03827_,67.62
_09049_,67.62
_09561_,67.52
_14306_,67.52
_11303_,67.5
_02432_,67.48
_08950_,67.48
_06085_,67.435
_05117_,67.42
_13800_,67.42
_12271_,67.38
_12518_,67.32
_06928_,67.295
_08984_,67.28
_00819_,67.24
_11114_,67.24
_05416_,67.2
_02653_,67.18
_06622_,67.12
_12623_,67.1
_05209_,67.04
_02359_,66.96
_04488_,66.94
_12278_,66.94
_01302_,66.92
_08421_,66.9
_03092_,66.85
_10970_,66.78
_03018_,66.72
_07278_,66.62
_05986_,66.6
_07550_,66.6
_02472_,66.58
_05859_,66.58
_13889_,66.58
_02841_,66.56
net94,66.56
_08737_,66.53
_06525_,66.48
_09810_,66.48
_10424_,66.48
_04810_,66.44
_07298_,66.42
_04378_,66.24
_12160_,66.23
_05492_,66.21
_07450_,66.2
_07424_,66.14
_08999_,66.12
_10228_,66.12
_05309_,66.06
_05774_,66.04
_09797_,66.04
_07036_,65.97
_11316_,65.97
_07518_,65.78
_11477_,65.76
_03078_,65.735
_04735_,65.73
clknet_leaf_4_clk,65.72
_09175_,65.68
_01658_,65.66
_13890_,65.65
_02185_,65.62
_05300_,65.62
u_s3.delay_ptr,65.58
_04547_,65.56
_03525_,65.535
_07314_,65.51
_01124_,65.5
_03941_,65.44
_06951_,65.38
_01357_,65.375
_03184_,65.36
_04945_,65.36
_12226_,65.34
_04926_,65.32
_10271_,65.31
_12263_,65.24
_02874_,65.2
_01294_,65.19
_13921_,65.12
_10740_,65.06
_01515_,65.02
_12397_,65.02
_02964_,64.96
_05205_,64.96
_08983_,64.96
_11571_,64.9
_08273_,64.84
_02955_,64.8
_08260_,64.78
_11204_,64.76
_05217_,64.73
_11179_,64.68
_13659_,64.64
_13770_,64.64
_08401_,64.62
_06417_,64.61
_14220_,64.6
_02176_,64.58
_02828_,64.58
_04062_,64.58
_11686_,64.58
_00723_,64.535
_07327_,64.52
_10131_,64.5
_10168_,64.48
_13281_,64.48
_14251_,64.48
_01260_,64.46
_05641_,64.46
_09820_,64.44
_11574_,64.38
_10214_,64.36
_02600_,64.35
_12487_,64.34
_02193_,64.3
_12949_,64.28
_01588_,64.27
clknet_leaf_74_clk,64.26
_00828_,64.24
_03717_,64.22
_05396_,64.175
_09121_,64.14
_10461_,64.1
_11304_,64.08
_05323_,64.05
_07362_,64.035
_05557_,63.94
_14291_,63.86
_07492_,63.84
_01129_,63.82
_08034_,63.82
_08946_,63.76
_10358_,63.76
_07609_,63.72
_09811_,63.7
_04230_,63.66
_07168_,63.66
_09754_,63.66
_06742_,63.64
_01174_,63.62
_11061_,63.6
_12311_,63.58
_06149_,63.555
_02627_,63.54
_14260_,63.46
_01573_,63.44
clknet_leaf_23_clk,63.4
clknet_leaf_78_clk,63.38
_12465_,63.35
_01007_,63.32
_13030_,63.32
_04852_,63.3
u_s1.delay_line_im\[4\]\[2\],63.24
_12462_,63.2
clknet_leaf_69_clk,63.16
_01203_,63.12
_12756_,63.12
_06486_,63.1
_12796_,63.08
_01206_,63.06
_13727_,63.06
_10285_,63
_09825_,62.96
_04966_,62.92
_05034_,62.92
_14406_,62.9
_11012_,62.84
_04416_,62.68
_05190_,62.68
_13163_,62.66
_06374_,62.655
_12970_,62.64
_12740_,62.62
_07316_,62.6
_04049_,62.54
_03490_,62.52
_10441_,62.495
_05695_,62.46
_07462_,62.34
_11348_,62.34
_11786_,62.34
_14222_,62.26
_11687_,62.24
_02189_,62.22
_00512_,62.15
_01295_,62.14
_04751_,62.13
_13759_,62.06
_14192_,62
_10033_,61.92
_14293_,61.9
_02267_,61.78
_04861_,61.74
_01510_,61.72
_03426_,61.72
_10042_,61.72
_13754_,61.72
_11231_,61.6
clknet_leaf_36_clk,61.56
_03738_,61.48
_04417_,61.48
_02695_,61.46
_08617_,61.46
_11078_,61.46
_11197_,61.46
_07695_,61.455
_08775_,61.44
_02549_,61.42
_07624_,61.42
_10846_,61.42
_03272_,61.4
_14360_,61.4
_07198_,61.38
_01860_,61.34
_08255_,61.34
_14307_,61.3
_07697_,61.28
_07542_,61.26
_01175_,61.24
_14456_,61.22
_10458_,61.2
_12778_,61.18
_02752_,61.14
_11218_,61.14
_05104_,61.12
_01361_,61.095
_09002_,61.04
_08752_,61
_11486_,60.99
_05484_,60.98
_14266_,60.96
_02037_,60.94
clknet_leaf_12_clk,60.88
_12663_,60.82
_07612_,60.78
_10294_,60.78
_13550_,60.78
_01370_,60.74
_07611_,60.72
_10844_,60.72
_12793_,60.715
_03854_,60.7
_12741_,60.7
_09589_,60.66
_10890_,60.58
_01286_,60.56
_05666_,60.56
_07360_,60.45
_03108_,60.42
_03337_,60.34
_01545_,60.26
_01226_,60.24
_09286_,60.24
_03532_,60.16
_01112_,60.11
_01205_,60.08
_01539_,60.04
_07363_,60
_04275_,59.98
_12832_,59.98
_01272_,59.96
_00570_,59.88
_08757_,59.88
_13908_,59.88
_07876_,59.84
_05326_,59.78
_04046_,59.72
_11175_,59.68
_03591_,59.66
_09123_,59.54
_10408_,59.48
_01844_,59.46
clknet_leaf_75_clk,59.4
_02892_,59.36
_03875_,59.36
_02796_,59.35
_03293_,59.28
_13600_,59.22
_14379_,59.12
_12485_,59.1
_07421_,59.06
_09783_,59.04
_14316_,59.04
_08583_,59.01
_04160_,59
_05283_,59
clknet_leaf_43_clk,59
_03703_,58.92
_07375_,58.9
_13105_,58.84
_01851_,58.82
_08180_,58.82
_05023_,58.78
_07854_,58.78
_03526_,58.775
_01506_,58.7
_07572_,58.7
_03847_,58.66
_12841_,58.66
_02550_,58.62
_07266_,58.58
_05248_,58.46
_08849_,58.45
_07219_,58.42
_01954_,58.4
_08505_,58.34
_10469_,58.34
_00501_,58.32
_08812_,58.32
_11054_,58.32
_11152_,58.32
_03735_,58.315
_06608_,58.28
_13049_,58.28
_05565_,58.24
_04367_,58.18
_02528_,58.16
_07236_,58.14
_07778_,58.08
_07233_,58.02
_12909_,58.015
_10208_,58
_10852_,58
_13594_,58
_09473_,57.96
_04624_,57.9
_01061_,57.88
_09359_,57.86
_01114_,57.84
_03214_,57.82
_09130_,57.8
_01988_,57.735
_03670_,57.72
_07207_,57.72
_09454_,57.72
_14352_,57.66
_01692_,57.64
_12360_,57.62
_07623_,57.6
_14227_,57.58
clknet_leaf_44_clk,57.58
_08230_,57.54
_01691_,57.495
_12472_,57.455
_07315_,57.42
_07879_,57.4
_12686_,57.38
_04934_,57.34
_09411_,57.32
_02119_,57.305
_07493_,57.3
_05349_,57.28
_12123_,57.28
_05394_,57.26
_09815_,57.24
_14462_,57.225
_12213_,57.2
_08240_,57.18
_13760_,57.18
_06992_,57.16
_14262_,57.16
_11646_,57.14
_02202_,57.1
_10355_,57.02
_13264_,57
_02403_,56.98
_07817_,56.94
_04158_,56.93
_08869_,56.86
_00727_,56.84
_07389_,56.82
_13829_,56.78
clknet_leaf_5_clk,56.76
_05218_,56.74
_06420_,56.68
_11855_,56.68
_05308_,56.66
_14411_,56.64
_08565_,56.63
_10086_,56.62
_06307_,56.6
_04433_,56.58
_05200_,56.55
_02813_,56.52
_12091_,56.5
_11206_,56.48
_11035_,56.46
_14372_,56.44
_13111_,56.43
_11481_,56.42
_14194_,56.315
_06733_,56.28
_10955_,56.28
_09320_,56.26
_01858_,56.22
_02232_,56.18
_08329_,56.16
_13284_,56.1
_03187_,56.08
_09635_,56.08
_03450_,56
_05671_,55.99
_01184_,55.98
_13483_,55.96
_10744_,55.88
_07170_,55.875
_13525_,55.86
_05133_,55.82
_07578_,55.8
_09105_,55.8
_14505_,55.78
_04896_,55.76
_14464_,55.76
_01116_,55.71
_07610_,55.695
_12674_,55.66
_08989_,55.64
_09029_,55.59
_04024_,55.58
_01550_,55.55
_07304_,55.52
_11145_,55.52
_13521_,55.52
_01254_,55.5
_03222_,55.46
clknet_leaf_7_clk,55.46
_02175_,55.44
_12128_,55.42
_12930_,55.4
_04497_,55.36
_07981_,55.34
_05676_,55.3
_07893_,55.26
_07500_,55.22
_09959_,55.22
_01230_,55.16
_07467_,55.16
_12215_,55.16
clknet_leaf_38_clk,55.16
_07398_,55.14
_11100_,55.14
