net,length_um
_11977_,4.68
_12575_,4.68
_12987_,4.68
_13201_,4.68
_13376_,4.68
_14100_,4.68
_14256_,4.68
net100,4.68
_08477_,4.675
_09840_,4.675
_04625_,4.655
_04021_,4.62
_09591_,4.61
out_im[14],4.61
out_im[2],4.61
out_re[8],4.61
_01263_,4.6
_01720_,4.6
_01874_,4.6
_06200_,4.6
_06320_,4.6
_10368_,4.6
_13277_,4.6
_14119_,4.6
_07371_,4.59
_00064_,4.58
_00148_,4.58
_00410_,4.58
_05289_,4.58
_07185_,4.58
_08681_,4.58
_08975_,4.58
_09790_,4.58
_11586_,4.58
_11785_,4.58
_11804_,4.58
_12055_,4.58
_13511_,4.58
u_s3.delay_line_im\[0\]\[2\],4.58
_00366_,4.565
_01857_,4.56
_02215_,4.56
_05758_,4.56
_06837_,4.56
_08398_,4.56
_09066_,4.56
_10094_,4.56
_10314_,4.56
_13737_,4.56
_13832_,4.56
_00016_,4.54
_00238_,4.54
_00309_,4.54
_00335_,4.54
_00344_,4.54
_00360_,4.54
_11808_,4.54
_13771_,4.54
_01726_,4.49
_06836_,4.49
_01313_,4.48
_01363_,4.48
_01507_,4.48
_01907_,4.48
_02592_,4.48
_03051_,4.48
_03448_,4.48
_03465_,4.48
_03495_,4.48
_04290_,4.48
_04424_,4.48
_05667_,4.48
_06154_,4.48
_06204_,4.48
_06311_,4.48
_06484_,4.48
_08503_,4.48
_09823_,4.48
_10476_,4.48
_10593_,4.48
_11192_,4.48
_11561_,4.48
_11853_,4.48
_12317_,4.48
_12791_,4.48
_13321_,4.48
_13322_,4.48
_13377_,4.48
_00146_,4.46
_00291_,4.46
_00292_,4.46
_00321_,4.46
_00328_,4.46
_00333_,4.46
_00351_,4.46
_00401_,4.46
_00471_,4.46
_00487_,4.46
_00634_,4.46
_00781_,4.46
_01105_,4.46
_01788_,4.46
_01946_,4.46
_02076_,4.46
_02078_,4.46
_02101_,4.46
_02494_,4.46
_02652_,4.46
_02870_,4.46
_02871_,4.46
_02982_,4.46
_02997_,4.46
_03036_,4.46
_03086_,4.46
_03501_,4.46
_03618_,4.46
_03881_,4.46
_04086_,4.46
_04346_,4.46
_04603_,4.46
_04935_,4.46
_04987_,4.46
_05168_,4.46
_05241_,4.46
_05347_,4.46
_05702_,4.46
_05891_,4.46
_05902_,4.46
_06272_,4.46
_06474_,4.46
_06613_,4.46
_06919_,4.46
_07065_,4.46
_07586_,4.46
_08302_,4.46
_08337_,4.46
_08766_,4.46
_09150_,4.46
_09163_,4.46
_09327_,4.46
_09447_,4.46
_09682_,4.46
_10014_,4.46
_10017_,4.46
_10779_,4.46
_10810_,4.46
_11536_,4.46
_11881_,4.46
_11955_,4.46
_12010_,4.46
_12456_,4.46
_12735_,4.46
_12939_,4.46
_13061_,4.46
_13765_,4.46
_13894_,4.46
_13897_,4.46
_14274_,4.46
_14447_,4.46
_00063_,4.44
_00738_,4.44
_00948_,4.44
_01609_,4.44
_02683_,4.44
_03156_,4.44
_03408_,4.44
_04822_,4.44
_05764_,4.44
_07780_,4.44
_08519_,4.44
_08719_,4.44
_10137_,4.44
_12019_,4.44
_12827_,4.44
_03211_,4.42
_04626_,4.42
_04891_,4.42
_04937_,4.42
_05167_,4.42
_05180_,4.42
_06604_,4.42
_06724_,4.42
_06754_,4.42
_07113_,4.42
_09082_,4.42
_09455_,4.42
_10061_,4.42
_10661_,4.42
_10745_,4.42
_10873_,4.42
_11267_,4.42
_11975_,4.42
_12013_,4.42
_13328_,4.42
net95,4.42
_00857_,4.36
_02222_,4.36
_02370_,4.36
_03240_,4.36
_03613_,4.36
_04167_,4.36
_05727_,4.36
_06166_,4.36
_06705_,4.36
_07079_,4.36
_07448_,4.36
_09148_,4.36
_09751_,4.36
_10540_,4.36
_10901_,4.36
_11445_,4.36
_12875_,4.36
_13697_,4.36
_13739_,4.36
_14003_,4.36
_14405_,4.36
_13464_,4.355
_00357_,4.34
_00972_,4.34
_01088_,4.34
_01144_,4.34
_01481_,4.34
_01695_,4.34
_01916_,4.34
_01925_,4.34
_02072_,4.34
_02132_,4.34
_02371_,4.34
_02493_,4.34
_02604_,4.34
_02614_,4.34
_02968_,4.34
_03171_,4.34
_03221_,4.34
_03246_,4.34
_03302_,4.34
_03364_,4.34
_03505_,4.34
_03537_,4.34
_03792_,4.34
_04126_,4.34
_04223_,4.34
_04333_,4.34
_04411_,4.34
_04559_,4.34
_04599_,4.34
_04700_,4.34
_04775_,4.34
_04818_,4.34
_05056_,4.34
_05147_,4.34
_05150_,4.34
_05329_,4.34
_05564_,4.34
_05823_,4.34
_05836_,4.34
_05863_,4.34
_05967_,4.34
_06124_,4.34
_06294_,4.34
_06308_,4.34
_06388_,4.34
_06464_,4.34
_06562_,4.34
_06903_,4.34
_06948_,4.34
_07089_,4.34
_07265_,4.34
_07433_,4.34
_08032_,4.34
_08270_,4.34
_08445_,4.34
_08500_,4.34
_08860_,4.34
_09272_,4.34
_09379_,4.34
_09855_,4.34
_09906_,4.34
_10101_,4.34
_10169_,4.34
_10305_,4.34
_10518_,4.34
_10527_,4.34
_10811_,4.34
_11052_,4.34
_11867_,4.34
_12788_,4.34
_12924_,4.34
_13278_,4.34
_13297_,4.34
_13400_,4.34
_13480_,4.34
_13518_,4.34
_13710_,4.34
_13874_,4.34
_13884_,4.34
_13909_,4.34
_14059_,4.34
_14080_,4.34
_00367_,4.32
_03643_,4.27
in_re[1],4.27
out_re[1],4.27
_00013_,4.265
_10850_,4.26
_02228_,4.24
_03212_,4.24
_04120_,4.24
_06905_,4.24
_07551_,4.24
_10376_,4.24
_12351_,4.24
_13828_,4.24
_00145_,4.22
_00372_,4.22
_01350_,4.22
_02051_,4.22
_03072_,4.22
_03607_,4.22
_04504_,4.22
_04757_,4.22
_05193_,4.22
_05674_,4.22
_06021_,4.22
_06132_,4.22
_06454_,4.22
_06937_,4.22
_06947_,4.22
_06955_,4.22
_08692_,4.22
_09246_,4.22
_09588_,4.22
_10145_,4.22
_11312_,4.22
_12666_,4.22
_13380_,4.22
_13291_,4.215
_00796_,4.14
_04216_,4.14
_09452_,4.14
_10736_,4.14
_11934_,4.14
_12241_,4.14
_12534_,4.14
_13562_,4.14
_13808_,4.14
_00058_,4.12
_00102_,4.12
_00149_,4.12
_00231_,4.12
_00448_,4.12
_00457_,4.12
_00472_,4.12
_00491_,4.12
_00876_,4.12
_01824_,4.12
_06044_,4.12
_08285_,4.12
_08725_,4.12
_11910_,4.12
_12627_,4.12
_13106_,4.12
u_s1.delay_line_re\[4\]\[11\],4.12
_00207_,4.1
_00429_,4.1
_01764_,4.1
_01930_,4.1
_04382_,4.1
_09020_,4.1
_09263_,4.1
_09373_,4.1
_09951_,4.1
_10047_,4.1
_10307_,4.1
_10514_,4.1
_11799_,4.1
_12016_,4.1
_09368_,4.08
_11128_,4.08
_11737_,4.08
_11792_,4.08
_00281_,4.02
_00375_,4.02
_01668_,4.02
_01908_,4.02
_02113_,4.02
_02933_,4.02
_03012_,4.02
_04229_,4.02
_04446_,4.02
_05118_,4.02
_06300_,4.02
_06431_,4.02
_07098_,4.02
_08269_,4.02
_08829_,4.02
_09638_,4.02
_09867_,4.02
_10342_,4.02
_10562_,4.02
_11385_,4.02
_11966_,4.02
_12004_,4.02
_12063_,4.02
_12082_,4.02
_12292_,4.02
_12358_,4.02
_12714_,4.02
_13073_,4.02
_13285_,4.02
_13479_,4.02
_13554_,4.02
_13747_,4.02
_13898_,4.02
net128,4.02
_05467_,4.005
_00032_,4
_00036_,4
_00095_,4
_00120_,4
_00131_,4
_00199_,4
_00200_,4
_00219_,4
_00251_,4
_00492_,4
_00596_,4
_01011_,4
_01079_,4
_01829_,4
_02066_,4
_02195_,4
_02477_,4
_02540_,4
_02963_,4
_03127_,4
_03266_,4
_03349_,4
_04297_,4
_04319_,4
_04786_,4
_04843_,4
_05039_,4
_05226_,4
_05528_,4
_06031_,4
_06088_,4
_06460_,4
_06877_,4
_06879_,4
_07046_,4
_07137_,4
_07504_,4
_07676_,4
_08012_,4
_08023_,4
_08246_,4
_08334_,4
_08374_,4
_08472_,4
_08594_,4
_08615_,4
_09711_,4
_09807_,4
_10274_,4
_10663_,4
_10667_,4
_10839_,4
_10944_,4
_11773_,4
_12080_,4
_12367_,4
_12904_,4
_13343_,4
_13419_,4
_13903_,4
_13911_,4
_13961_,4
_14005_,4
_14138_,4
u_s1.delay_line_re\[3\]\[8\],4
net98,4
net131,4
_00245_,3.98
_00976_,3.98
_06685_,3.98
_09582_,3.98
net80,3.98
_01889_,3.93
in_im[7],3.93
in_re[15],3.93
out_im[10],3.93
out_im[15],3.93
out_re[0],3.93
out_re[12],3.93
out_re[9],3.93
_05290_,3.91
_00716_,3.9
_01218_,3.9
_01845_,3.9
_02257_,3.9
_02791_,3.9
_02818_,3.9
_03236_,3.9
_05384_,3.9
_05804_,3.9
_05826_,3.9
_05833_,3.9
_06506_,3.9
_08163_,3.9
_08307_,3.9
_08349_,3.9
_09101_,3.9
_10624_,3.9
_12957_,3.9
_13977_,3.9
_14500_,3.9
_00169_,3.88
_00326_,3.88
_01612_,3.88
_02220_,3.88
_02346_,3.88
_02468_,3.88
_02581_,3.88
_02684_,3.88
_02895_,3.88
_03158_,3.88
_03344_,3.88
_03590_,3.88
_03786_,3.88
_03823_,3.88
_03863_,3.88
_04036_,3.88
_04867_,3.88
_05470_,3.88
_05824_,3.88
_05845_,3.88
_06091_,3.88
_06254_,3.88
_06266_,3.88
_06279_,3.88
_06323_,3.88
_06444_,3.88
_06466_,3.88
_06532_,3.88
_06986_,3.88
_07248_,3.88
_07590_,3.88
_07959_,3.88
_08309_,3.88
_08599_,3.88
_09199_,3.88
_09356_,3.88
_09380_,3.88
_09974_,3.88
_10233_,3.88
_10440_,3.88
_11076_,3.88
_11699_,3.88
_11883_,3.88
_12083_,3.88
_12237_,3.88
_12649_,3.88
_12656_,3.88
_12830_,3.88
_13109_,3.88
_13276_,3.88
_13526_,3.88
_13806_,3.88
_13835_,3.88
_13999_,3.88
u_s1.delay_line_im\[3\]\[9\],3.88
_00021_,3.86
_01567_,3.86
_11244_,3.86
_04038_,3.855
_00268_,3.845
_09640_,3.81
_00412_,3.78
_02151_,3.78
_02541_,3.78
_05015_,3.78
_08656_,3.78
_11713_,3.78
_11921_,3.78
_12614_,3.78
_05481_,3.77
_00126_,3.76
_00162_,3.76
_00172_,3.76
_00304_,3.76
_00417_,3.76
_00701_,3.76
_01468_,3.76
_02273_,3.76
_04812_,3.76
_05143_,3.76
_06126_,3.76
_07038_,3.76
_07681_,3.76
_09159_,3.76
_09477_,3.76
_04350_,3.755
_09724_,3.755
_00164_,3.74
_09132_,3.69
_00396_,3.685
_01202_,3.68
_02095_,3.68
_02137_,3.68
_03524_,3.68
_04234_,3.68
_04590_,3.68
_04750_,3.68
_05178_,3.68
_05500_,3.68
_05597_,3.68
_06560_,3.68
_09033_,3.68
_09188_,3.68
_12375_,3.68
_12628_,3.68
_12811_,3.68
_12978_,3.68
_13011_,3.68
_00026_,3.66
_00075_,3.66
_00113_,3.66
_00128_,3.66
_00222_,3.66
_00289_,3.66
_00296_,3.66
_00340_,3.66
_00345_,3.66
_00383_,3.66
_00392_,3.66
_03068_,3.66
_03588_,3.66
_04439_,3.66
_05017_,3.66
_08843_,3.66
_12593_,3.66
_13863_,3.66
_00190_,3.64
_00223_,3.64
_03803_,3.64
_04732_,3.64
_05548_,3.64
_09741_,3.64
_11463_,3.64
_13288_,3.64
_13836_,3.64
_13906_,3.64
_14182_,3.64
_12295_,3.61
_05594_,3.6
_00041_,3.56
_00103_,3.56
_00117_,3.56
_00157_,3.56
_00175_,3.56
_00182_,3.56
_00194_,3.56
_00196_,3.56
_00198_,3.56
_00213_,3.56
_00286_,3.56
_00298_,3.56
_00313_,3.56
_00361_,3.56
_00389_,3.56
_00400_,3.56
_00466_,3.56
_00617_,3.56
_00922_,3.56
_01364_,3.56
_01390_,3.56
_01455_,3.56
_02712_,3.56
_03207_,3.56
_04339_,3.56
_06077_,3.56
_06667_,3.56
_06761_,3.56
_06942_,3.56
_06990_,3.56
_07452_,3.56
_07478_,3.56
_08195_,3.56
_08710_,3.56
_09169_,3.56
_10199_,3.56
_12572_,3.56
_13004_,3.56
_13187_,3.56
_13487_,3.56
_13681_,3.56
_14103_,3.56
_00368_,3.545
_00455_,3.545
_00002_,3.54
_00033_,3.54
_00054_,3.54
_00055_,3.54
_00092_,3.54
_00119_,3.54
_00124_,3.54
_00201_,3.54
_00220_,3.54
_00255_,3.54
_00273_,3.54
_00306_,3.54
_00358_,3.54
_00385_,3.54
_00397_,3.54
_00416_,3.54
_00422_,3.54
_00452_,3.54
_00476_,3.54
_00479_,3.54
_00641_,3.54
_00981_,3.54
_01089_,3.54
_01216_,3.54
_02699_,3.54
_02704_,3.54
_02993_,3.54
_03179_,3.54
_03824_,3.54
_04094_,3.54
_04207_,3.54
_04489_,3.54
_04502_,3.54
_04542_,3.54
_04563_,3.54
_04829_,3.54
_04973_,3.54
_05590_,3.54
_05760_,3.54
_05772_,3.54
_05812_,3.54
_05817_,3.54
_05830_,3.54
_05831_,3.54
_05858_,3.54
_06080_,3.54
_06261_,3.54
_06364_,3.54
_06384_,3.54
_06498_,3.54
_06880_,3.54
_08529_,3.54
_08582_,3.54
_08709_,3.54
_08832_,3.54
_08873_,3.54
_09076_,3.54
_09697_,3.54
_09860_,3.54
_10254_,3.54
_10450_,3.54
_11013_,3.54
_11147_,3.54
_11183_,3.54
_11675_,3.54
_11833_,3.54
_11930_,3.54
_13492_,3.54
_13623_,3.54
_13922_,3.54
_13954_,3.54
_13998_,3.54
_14034_,3.54
_14068_,3.54
_14088_,3.54
_14115_,3.54
_14184_,3.54
net84,3.54
_11820_,3.52
_06917_,3.51
_11900_,3.49
_05510_,3.45
_00425_,3.44
_00623_,3.44
_01005_,3.44
_01136_,3.44
_02755_,3.44
_02809_,3.44
_04823_,3.44
_05511_,3.44
_05722_,3.44
_05783_,3.44
_05840_,3.44
_06090_,3.44
_06170_,3.44
_06215_,3.44
_06233_,3.44
_09913_,3.44
_10069_,3.44
_10843_,3.44
_12011_,3.44
_12565_,3.44
_13962_,3.44
_13985_,3.44
_14011_,3.44
net87,3.44
_04640_,3.425
_00342_,3.42
_00752_,3.42
_01451_,3.42
_01523_,3.42
_01558_,3.42
_01596_,3.42
_01730_,3.42
_01814_,3.42
_01914_,3.42
_01987_,3.42
_02107_,3.42
_02226_,3.42
_02358_,3.42
_02804_,3.42
_03429_,3.42
_03571_,3.42
_03772_,3.42
_03860_,3.42
_03937_,3.42
_04241_,3.42
_04883_,3.42
_05287_,3.42
_05381_,3.42
_05499_,3.42
_05547_,3.42
_05713_,3.42
_05737_,3.42
_05766_,3.42
_05997_,3.42
_06054_,3.42
_06362_,3.42
_06537_,3.42
_06540_,3.42
_06605_,3.42
_06690_,3.42
_06788_,3.42
_06971_,3.42
_07037_,3.42
_07044_,3.42
_07568_,3.42
_07952_,3.42
_07994_,3.42
_08199_,3.42
_08549_,3.42
_08660_,3.42
_08768_,3.42
_08850_,3.42
_09257_,3.42
_09363_,3.42
_09425_,3.42
_09678_,3.42
_09960_,3.42
_10642_,3.42
_10891_,3.42
_10939_,3.42
_11093_,3.42
_11559_,3.42
_12497_,3.42
_12887_,3.42
_12929_,3.42
_12945_,3.42
_13005_,3.42
_13164_,3.42
_13241_,3.42
_13263_,3.42
_14060_,3.42
_14076_,3.42
_14106_,3.42
net40,3.42
net73,3.42
net96,3.42
_02942_,3.4
_07684_,3.4
_00226_,3.385
_01620_,3.32
_03169_,3.32
_04178_,3.32
_05112_,3.32
_05541_,3.32
_09157_,3.32
_09947_,3.32
_13857_,3.32
_14090_,3.32
_00253_,3.3
_00279_,3.3
_00388_,3.3
_00729_,3.3
_02773_,3.3
_03673_,3.3
_06078_,3.3
_06449_,3.3
_06844_,3.3
_07288_,3.3
_08572_,3.3
_10696_,3.3
_14012_,3.3
net132,3.3
_00468_,3.225
_01826_,3.22
_02042_,3.22
_02210_,3.22
_02800_,3.22
_05305_,3.22
_05573_,3.22
_05843_,3.22
_05846_,3.22
_05912_,3.22
_05917_,3.22
_06074_,3.22
_06075_,3.22
_06372_,3.22
_06508_,3.22
_06673_,3.22
_07736_,3.22
_07898_,3.22
_10709_,3.22
_00035_,3.2
_00125_,3.2
_00159_,3.2
_00171_,3.2
_00217_,3.2
_00221_,3.2
_00250_,3.2
_00299_,3.2
_00332_,3.2
_00355_,3.2
_00395_,3.2
_00411_,3.2
_00454_,3.2
_00493_,3.2
_02793_,3.2
_03981_,3.2
_05128_,3.2
_05649_,3.2
_06572_,3.2
_10769_,3.2
_11310_,3.2
_12179_,3.2
_12771_,3.2
_00407_,3.18
_00420_,3.18
_00590_,3.18
_01569_,3.18
_01787_,3.18
_06963_,3.18
_11878_,3.18
_02398_,3.13
_00008_,3.125
_00300_,3.125
_00470_,3.125
_05770_,3.11
_00025_,3.1
_00045_,3.1
_00081_,3.1
_00086_,3.1
_00096_,3.1
_00186_,3.1
_00210_,3.1
_00224_,3.1
_00235_,3.1
_00236_,3.1
_00256_,3.1
_00259_,3.1
_00288_,3.1
_00293_,3.1
_00338_,3.1
_00347_,3.1
_00370_,3.1
_00418_,3.1
_00437_,3.1
_00446_,3.1
_00530_,3.1
_01215_,3.1
_01224_,3.1
_01509_,3.1
_01745_,3.1
_01859_,3.1
_02003_,3.1
_03665_,3.1
_04186_,3.1
_04917_,3.1
_05646_,3.1
_06116_,3.1
_06210_,3.1
_06263_,3.1
_06317_,3.1
_06539_,3.1
_06674_,3.1
_07275_,3.1
_07441_,3.1
_08254_,3.1
_09503_,3.1
_09770_,3.1
_11084_,3.1
_11212_,3.1
_13887_,3.1
_13896_,3.1
_14108_,3.1
_14240_,3.1
_14340_,3.1
_00001_,3.08
_00017_,3.08
_00051_,3.08
_00056_,3.08
_00066_,3.08
_00080_,3.08
_00087_,3.08
_00130_,3.08
_00133_,3.08
_00150_,3.08
_00180_,3.08
_00183_,3.08
_00202_,3.08
_00254_,3.08
_00258_,3.08
_00270_,3.08
_00318_,3.08
_00320_,3.08
_00324_,3.08
_00341_,3.08
_00348_,3.08
_00380_,3.08
_00403_,3.08
_00424_,3.08
_00442_,3.08
_00443_,3.08
_00449_,3.08
_00465_,3.08
_00474_,3.08
_00490_,3.08
_00494_,3.08
_00844_,3.08
_00894_,3.08
_01464_,3.08
_01597_,3.08
_01742_,3.08
_01918_,3.08
_02208_,3.08
_02249_,3.08
_02293_,3.08
_02326_,3.08
_02365_,3.08
_02799_,3.08
_02932_,3.08
_03063_,3.08
_03332_,3.08
_04549_,3.08
_04692_,3.08
_05250_,3.08
_05660_,3.08
_05733_,3.08
_05972_,3.08
_06076_,3.08
_06112_,3.08
_06163_,3.08
_06205_,3.08
_06273_,3.08
_06819_,3.08
_06832_,3.08
_06848_,3.08
_06976_,3.08
_07056_,3.08
_07913_,3.08
_08027_,3.08
_08672_,3.08
_08830_,3.08
_08948_,3.08
_08954_,3.08
_09178_,3.08
_09548_,3.08
_10010_,3.08
_10026_,3.08
_10031_,3.08
_10087_,3.08
_10762_,3.08
_10789_,3.08
_11063_,3.08
_11337_,3.08
_11690_,3.08
_11769_,3.08
_11913_,3.08
_12644_,3.08
_12682_,3.08
_12883_,3.08
_13044_,3.08
_13965_,3.08
_14130_,3.08
net92,3.08
net109,3.08
net110,3.08
net126,3.08
_05414_,3.06
_01388_,3.02
_10897_,3.02
_01362_,2.98
_02473_,2.98
_03082_,2.98
_03239_,2.98
_04269_,2.98
_04566_,2.98
_05818_,2.98
_06028_,2.98
_06351_,2.98
_07584_,2.98
_07954_,2.98
_08828_,2.98
_12064_,2.98
_12313_,2.98
_14000_,2.98
_14053_,2.98
_14163_,2.98
net119,2.98
_00027_,2.96
_00059_,2.96
_00197_,2.96
_00763_,2.96
_00813_,2.96
_00842_,2.96
_00895_,2.96
_00978_,2.96
_01227_,2.96
_01416_,2.96
_01799_,2.96
_01949_,2.96
_02508_,2.96
_02776_,2.96
_02959_,2.96
_03126_,2.96
_03218_,2.96
_03233_,2.96
_03242_,2.96
_03243_,2.96
_03452_,2.96
_03577_,2.96
_03986_,2.96
_04164_,2.96
_04169_,2.96
_04323_,2.96
_04335_,2.96
_04431_,2.96
_04510_,2.96
_04522_,2.96
_04958_,2.96
_05107_,2.96
_05203_,2.96
_05648_,2.96
_05747_,2.96
_05969_,2.96
_05971_,2.96
_06113_,2.96
_06191_,2.96
_06564_,2.96
_06625_,2.96
_06677_,2.96
_06687_,2.96
_06938_,2.96
_07894_,2.96
_07985_,2.96
_08151_,2.96
_08586_,2.96
_08605_,2.96
_08664_,2.96
_08940_,2.96
_09098_,2.96
_09526_,2.96
_09690_,2.96
_09791_,2.96
_10053_,2.96
_10195_,2.96
_10339_,2.96
_10343_,2.96
_10371_,2.96
_10446_,2.96
_10767_,2.96
_10814_,2.96
_10870_,2.96
_11521_,2.96
_11801_,2.96
_11920_,2.96
_12261_,2.96
_12721_,2.96
_12907_,2.96
_13446_,2.96
_13619_,2.96
_13950_,2.96
_14030_,2.96
_14332_,2.96
_14496_,2.96
u_s4.delay_line_re\[0\]\[5\],2.96
_00070_,2.925
_00257_,2.925
_00354_,2.925
_12466_,2.89
_04954_,2.86
_05638_,2.86
_06032_,2.86
_06206_,2.86
_06346_,2.86
_06596_,2.86
_08431_,2.86
_08438_,2.86
_08569_,2.86
_09760_,2.86
_10612_,2.86
_11465_,2.86
_12032_,2.86
_12165_,2.86
_00112_,2.84
_00302_,2.84
_02410_,2.84
_08520_,2.84
_10454_,2.84
_12320_,2.84
_00317_,2.765
_01977_,2.76
_02529_,2.76
_02705_,2.76
_04460_,2.76
_05246_,2.76
_05512_,2.76
_05686_,2.76
_06174_,2.76
_06229_,2.76
_06734_,2.76
_09329_,2.76
_10714_,2.76
_11995_,2.76
_12150_,2.76
_13370_,2.76
_14096_,2.76
_00010_,2.74
_00034_,2.74
_00043_,2.74
_00050_,2.74
_00065_,2.74
_00107_,2.74
_00122_,2.74
_00137_,2.74
_00138_,2.74
_00139_,2.74
_00154_,2.74
_00156_,2.74
_00161_,2.74
_00166_,2.74
_00167_,2.74
_00185_,2.74
_00252_,2.74
_00266_,2.74
_00271_,2.74
_00319_,2.74
_00322_,2.74
_00339_,2.74
_00343_,2.74
_00349_,2.74
_00350_,2.74
_00353_,2.74
_00374_,2.74
_00398_,2.74
_00423_,2.74
_00427_,2.74
_00432_,2.74
_00445_,2.74
_00447_,2.74
_00458_,2.74
_00460_,2.74
_00463_,2.74
_00473_,2.74
_00484_,2.74
_01148_,2.74
_02350_,2.74
_03079_,2.74
_05429_,2.74
_06669_,2.74
_06896_,2.74
_08727_,2.74
_11110_,2.74
_11796_,2.74
_04520_,2.72
_06653_,2.72
_10066_,2.72
net77,2.72
_11858_,2.71
_00438_,2.665
_00963_,2.64
_01051_,2.64
_01687_,2.64
_02373_,2.64
_03205_,2.64
_04252_,2.64
_04523_,2.64
_04703_,2.64
_05595_,2.64
_05738_,2.64
_06218_,2.64
_06257_,2.64
_06285_,2.64
_06680_,2.64
_06766_,2.64
_07071_,2.64
_07748_,2.64
_08432_,2.64
_08714_,2.64
_09288_,2.64
_09777_,2.64
_10140_,2.64
_11469_,2.64
_11706_,2.64
_13924_,2.64
_14112_,2.64
_00000_,2.62
_00003_,2.62
_00018_,2.62
_00022_,2.62
_00023_,2.62
_00068_,2.62
_00098_,2.62
_00115_,2.62
_00121_,2.62
_00152_,2.62
_00168_,2.62
_00174_,2.62
_00179_,2.62
_00189_,2.62
_00225_,2.62
_00247_,2.62
_00260_,2.62
_00261_,2.62
_00262_,2.62
_00287_,2.62
_00303_,2.62
_00325_,2.62
_00329_,2.62
_00334_,2.62
_00337_,2.62
_00364_,2.62
_00402_,2.62
_00406_,2.62
_00428_,2.62
_00436_,2.62
_00439_,2.62
_00469_,2.62
_00481_,2.62
_00937_,2.62
_01077_,2.62
_01084_,2.62
_01502_,2.62
_01659_,2.62
_02053_,2.62
_02057_,2.62
_02446_,2.62
_03052_,2.62
_03219_,2.62
_03291_,2.62
_03362_,2.62
_03384_,2.62
_03548_,2.62
_03601_,2.62
_04092_,2.62
_04254_,2.62
_04423_,2.62
_04443_,2.62
_04685_,2.62
_05064_,2.62
_05090_,2.62
_05132_,2.62
_05223_,2.62
_05331_,2.62
_05465_,2.62
_05953_,2.62
_05991_,2.62
_06016_,2.62
_06093_,2.62
_06141_,2.62
_06235_,2.62
_06236_,2.62
_06237_,2.62
_06292_,2.62
_06568_,2.62
_06594_,2.62
_06601_,2.62
_06612_,2.62
_06660_,2.62
_06790_,2.62
_06802_,2.62
_07102_,2.62
_07200_,2.62
_08441_,2.62
_08571_,2.62
_08640_,2.62
_08857_,2.62
_10135_,2.62
_10215_,2.62
_10240_,2.62
_10893_,2.62
_11490_,2.62
_11684_,2.62
_12667_,2.62
_12888_,2.62
_13256_,2.62
_13282_,2.62
_13312_,2.62
_13425_,2.62
_13822_,2.62
_13928_,2.62
_13964_,2.62
_14025_,2.62
_14058_,2.62
_14124_,2.62
_14129_,2.62
_14143_,2.62
_14155_,2.62
net81,2.62
net88,2.62
_10427_,2.59
_12795_,2.58
_01409_,2.52
_02229_,2.52
_02694_,2.52
_02794_,2.52
_02898_,2.52
_03055_,2.52
_03267_,2.52
_03269_,2.52
_04219_,2.52
_05476_,2.52
_05643_,2.52
_06123_,2.52
_06173_,2.52
_06227_,2.52
_06242_,2.52
_06334_,2.52
_06340_,2.52
_06803_,2.52
_08128_,2.52
_09052_,2.52
_09074_,2.52
_09128_,2.52
_09416_,2.52
_09620_,2.52
_09771_,2.52
_10849_,2.52
_10857_,2.52
_10860_,2.52
_11612_,2.52
_13022_,2.52
_13963_,2.52
_13975_,2.52
_13982_,2.52
_14026_,2.52
_14171_,2.52
net102,2.52
_00072_,2.5
_00104_,2.5
_00662_,2.5
_00793_,2.5
_00882_,2.5
_01036_,2.5
_01267_,2.5
_01534_,2.5
_01656_,2.5
_02098_,2.5
_02636_,2.5
_02661_,2.5
_02788_,2.5
_03605_,2.5
_03791_,2.5
_03998_,2.5
_04134_,2.5
_04355_,2.5
_04650_,2.5
_04781_,2.5
_04864_,2.5
_04970_,2.5
_04982_,2.5
_05013_,2.5
_05563_,2.5
_05734_,2.5
_05753_,2.5
_05776_,2.5
_05800_,2.5
_05835_,2.5
_05849_,2.5
_05941_,2.5
_06500_,2.5
_06610_,2.5
_06735_,2.5
_06789_,2.5
_06853_,2.5
_06856_,2.5
_07092_,2.5
_07111_,2.5
_07533_,2.5
_07599_,2.5
_07826_,2.5
_07963_,2.5
_07969_,2.5
_08082_,2.5
_08192_,2.5
_08281_,2.5
_08590_,2.5
_08623_,2.5
_08675_,2.5
_08698_,2.5
_08967_,2.5
_09556_,2.5
_09632_,2.5
_09712_,2.5
_10697_,2.5
_10753_,2.5
_10945_,2.5
_11637_,2.5
_11650_,2.5
_11700_,2.5
_11744_,2.5
_12022_,2.5
_12182_,2.5
_12183_,2.5
_12302_,2.5
_12731_,2.5
_13324_,2.5
_13369_,2.5
_13745_,2.5
_13853_,2.5
_14028_,2.5
_14036_,2.5
net141,2.5
_00118_,2.465
_00181_,2.465
_00421_,2.465
_00480_,2.465
_02717_,2.4
_03188_,2.4
_04163_,2.4
_05718_,2.4
_06283_,2.4
_12645_,2.4
_00116_,2.38
_02311_,2.38
_03925_,2.38
_05751_,2.38
_01743_,2.3
_03195_,2.3
_03662_,2.3
_03991_,2.3
_04245_,2.3
_04634_,2.3
_05397_,2.3
_05596_,2.3
_06164_,2.3
_06797_,2.3
_07225_,2.3
_07807_,2.3
_08644_,2.3
_09054_,2.3
_09111_,2.3
_10176_,2.3
_11588_,2.3
